pairs,scores_lh_prev,coref_label,scores_r1_k1,scores_r0_k1,scores_r1_k0,scores_paired,scores_gpt,scores_llama
"('e6c36fb53d390e7287673fb0da8abdda.b2.20', '734fe95f5141acd505319646f0652898.b36.17')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b2.20', '734fe95f5141acd505319646f0652898.b50.2')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b2.20', 'e6c36fb53d390e7287673fb0da8abdda.b18.3')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b2.20', 'e6c36fb53d390e7287673fb0da8abdda.b18.8')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b3.14', '734fe95f5141acd505319646f0652898.b58.5')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b3.19', '734fe95f5141acd505319646f0652898.b19.4')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b3.19', '734fe95f5141acd505319646f0652898.b33.13')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b3.19', '734fe95f5141acd505319646f0652898.b36.17')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b3.19', 'e6c36fb53d390e7287673fb0da8abdda.b18.3')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b3.19', 'e6c36fb53d390e7287673fb0da8abdda.b18.8')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b3.19', 'e6c36fb53d390e7287673fb0da8abdda.b2.20')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b4.18', 'e6c36fb53d390e7287673fb0da8abdda.b2.20')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b4.18', 'e6c36fb53d390e7287673fb0da8abdda.b3.19')",1,1,1,1,1,1,1,0
"('e6c36fb53d390e7287673fb0da8abdda.b5.1', '734fe95f5141acd505319646f0652898.b23.0')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b6.0', '734fe95f5141acd505319646f0652898.b23.0')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b6.0', 'e6c36fb53d390e7287673fb0da8abdda.b5.1')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b6.16', '734fe95f5141acd505319646f0652898.b23.0')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.b6.16', 'e6c36fb53d390e7287673fb0da8abdda.b5.1')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.b6.16', 'e6c36fb53d390e7287673fb0da8abdda.b6.0')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.t1.4', '734fe95f5141acd505319646f0652898.b47.15')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.t1.4', 'e6c36fb53d390e7287673fb0da8abdda.b17.22')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.t1.6', '734fe95f5141acd505319646f0652898.b19.4')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.t1.6', '734fe95f5141acd505319646f0652898.b33.13')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.t1.6', '734fe95f5141acd505319646f0652898.b36.17')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.t1.6', '734fe95f5141acd505319646f0652898.b50.2')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.t1.6', 'e6c36fb53d390e7287673fb0da8abdda.b18.3')",1,1,1,1,1,1,0,1
"('e6c36fb53d390e7287673fb0da8abdda.t1.6', 'e6c36fb53d390e7287673fb0da8abdda.b18.8')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.t1.6', 'e6c36fb53d390e7287673fb0da8abdda.b2.20')",1,1,1,1,1,1,1,1
"('e6c36fb53d390e7287673fb0da8abdda.t1.6', 'e6c36fb53d390e7287673fb0da8abdda.b3.19')",1,1,1,1,1,1,1,0
"('e6c36fb53d390e7287673fb0da8abdda.t1.6', 'e6c36fb53d390e7287673fb0da8abdda.b4.18')",1,1,1,1,1,1,0,1
"('7512c69ea9171bc03f2e935eec798751.b2.20', '7512c69ea9171bc03f2e935eec798751.b1.5')",1,1,1,1,1,1,0,1
"('7512c69ea9171bc03f2e935eec798751.b5.6', '7512c69ea9171bc03f2e935eec798751.b3.11')",1,1,1,1,1,1,1,1
"('7512c69ea9171bc03f2e935eec798751.b8.7', '7512c69ea9171bc03f2e935eec798751.b1.5')",1,1,1,1,1,1,0,1
"('7512c69ea9171bc03f2e935eec798751.b8.7', '7512c69ea9171bc03f2e935eec798751.b2.20')",1,1,1,1,1,1,0,1
"('76889e35ee06404b5a5d8bd5083c2e60.b12.7', '76889e35ee06404b5a5d8bd5083c2e60.b1.14')",1,1,1,1,1,1,1,1
"('76889e35ee06404b5a5d8bd5083c2e60.b3.15', '76889e35ee06404b5a5d8bd5083c2e60.b2.25')",1,1,1,1,1,1,0,1
"('76889e35ee06404b5a5d8bd5083c2e60.b8.7', '76889e35ee06404b5a5d8bd5083c2e60.b7.26')",1,1,1,1,1,1,1,1
"('76889e35ee06404b5a5d8bd5083c2e60.b9.13', '76889e35ee06404b5a5d8bd5083c2e60.b8.8')",1,1,1,1,1,1,0,1
"('76889e35ee06404b5a5d8bd5083c2e60.b9.16', '76889e35ee06404b5a5d8bd5083c2e60.b7.26')",1,1,1,1,1,1,0,1
"('76889e35ee06404b5a5d8bd5083c2e60.b9.16', '76889e35ee06404b5a5d8bd5083c2e60.b8.7')",1,1,1,1,1,1,1,1
"('76889e35ee06404b5a5d8bd5083c2e60.b9.17', '76889e35ee06404b5a5d8bd5083c2e60.b8.8')",1,1,1,1,1,1,1,1
"('76889e35ee06404b5a5d8bd5083c2e60.b9.17', '76889e35ee06404b5a5d8bd5083c2e60.b9.13')",1,1,1,1,1,1,1,1
"('76889e35ee06404b5a5d8bd5083c2e60.t1.5', '76889e35ee06404b5a5d8bd5083c2e60.b2.16')",1,1,1,1,1,1,1,1
"('76889e35ee06404b5a5d8bd5083c2e60.t1.9', '76889e35ee06404b5a5d8bd5083c2e60.b2.25')",1,1,1,1,1,1,1,0
"('76889e35ee06404b5a5d8bd5083c2e60.t1.9', '76889e35ee06404b5a5d8bd5083c2e60.b3.15')",1,1,1,1,1,1,1,0
"('8b96c7e08c7e0fe0acab6592bd5094cf.b10.13', '76889e35ee06404b5a5d8bd5083c2e60.b8.8')",1,1,1,1,1,1,0,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b10.13', '76889e35ee06404b5a5d8bd5083c2e60.b9.13')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b10.13', '76889e35ee06404b5a5d8bd5083c2e60.b9.17')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b10.17', '76889e35ee06404b5a5d8bd5083c2e60.b7.26')",1,1,1,1,1,1,0,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b10.17', '76889e35ee06404b5a5d8bd5083c2e60.b8.7')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b10.17', '76889e35ee06404b5a5d8bd5083c2e60.b9.16')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b10.18', '76889e35ee06404b5a5d8bd5083c2e60.b8.8')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b10.18', '76889e35ee06404b5a5d8bd5083c2e60.b9.13')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b10.18', '76889e35ee06404b5a5d8bd5083c2e60.b9.17')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b10.18', '8b96c7e08c7e0fe0acab6592bd5094cf.b10.13')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b16.16', '76889e35ee06404b5a5d8bd5083c2e60.b1.14')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b16.16', '76889e35ee06404b5a5d8bd5083c2e60.b12.7')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b16.16', '76889e35ee06404b5a5d8bd5083c2e60.b7.26')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b16.16', '76889e35ee06404b5a5d8bd5083c2e60.b8.7')",1,1,1,1,1,1,0,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b3.11', '76889e35ee06404b5a5d8bd5083c2e60.b1.14')",1,1,1,1,1,1,0,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b3.11', '76889e35ee06404b5a5d8bd5083c2e60.b12.7')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b3.11', '76889e35ee06404b5a5d8bd5083c2e60.b7.26')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b3.11', '76889e35ee06404b5a5d8bd5083c2e60.b8.7')",1,1,1,1,1,1,0,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b3.11', '8b96c7e08c7e0fe0acab6592bd5094cf.b16.16')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b3.6', '76889e35ee06404b5a5d8bd5083c2e60.b12.4')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b3.6', '76889e35ee06404b5a5d8bd5083c2e60.b8.8')",1,1,1,1,1,1,0,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b4.22', '76889e35ee06404b5a5d8bd5083c2e60.b1.14')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b4.22', '76889e35ee06404b5a5d8bd5083c2e60.b12.7')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b4.22', '8b96c7e08c7e0fe0acab6592bd5094cf.b16.16')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b4.22', '8b96c7e08c7e0fe0acab6592bd5094cf.b3.11')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b6.12', '76889e35ee06404b5a5d8bd5083c2e60.b12.4')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b6.12', '76889e35ee06404b5a5d8bd5083c2e60.b8.8')",1,1,1,1,1,1,0,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b6.12', '76889e35ee06404b5a5d8bd5083c2e60.b9.13')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b6.12', '76889e35ee06404b5a5d8bd5083c2e60.b9.17')",1,1,1,1,1,1,0,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b6.12', '8b96c7e08c7e0fe0acab6592bd5094cf.b10.13')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b6.12', '8b96c7e08c7e0fe0acab6592bd5094cf.b10.18')",1,1,1,1,1,1,0,0
"('8b96c7e08c7e0fe0acab6592bd5094cf.b6.12', '8b96c7e08c7e0fe0acab6592bd5094cf.b3.6')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b6.17', '76889e35ee06404b5a5d8bd5083c2e60.b1.14')",1,1,1,1,1,1,0,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b6.17', '76889e35ee06404b5a5d8bd5083c2e60.b12.7')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b6.17', '76889e35ee06404b5a5d8bd5083c2e60.b7.26')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b6.17', '76889e35ee06404b5a5d8bd5083c2e60.b8.7')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b6.17', '76889e35ee06404b5a5d8bd5083c2e60.b9.16')",1,1,1,1,1,1,0,0
"('8b96c7e08c7e0fe0acab6592bd5094cf.b6.17', '8b96c7e08c7e0fe0acab6592bd5094cf.b10.17')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b6.17', '8b96c7e08c7e0fe0acab6592bd5094cf.b16.16')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b6.17', '8b96c7e08c7e0fe0acab6592bd5094cf.b3.11')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b6.17', '8b96c7e08c7e0fe0acab6592bd5094cf.b4.22')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b7.27', '76889e35ee06404b5a5d8bd5083c2e60.b1.14')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b7.27', '76889e35ee06404b5a5d8bd5083c2e60.b7.26')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b7.27', '76889e35ee06404b5a5d8bd5083c2e60.b8.7')",1,1,1,1,1,1,0,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b7.27', '76889e35ee06404b5a5d8bd5083c2e60.b9.16')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b7.27', '8b96c7e08c7e0fe0acab6592bd5094cf.b10.17')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b7.27', '8b96c7e08c7e0fe0acab6592bd5094cf.b16.16')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b7.27', '8b96c7e08c7e0fe0acab6592bd5094cf.b3.11')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b7.27', '8b96c7e08c7e0fe0acab6592bd5094cf.b4.22')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b7.27', '8b96c7e08c7e0fe0acab6592bd5094cf.b6.17')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b9.12', '76889e35ee06404b5a5d8bd5083c2e60.b1.14')",1,1,1,1,1,1,0,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b9.12', '76889e35ee06404b5a5d8bd5083c2e60.b7.26')",1,1,1,1,1,1,0,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b9.12', '76889e35ee06404b5a5d8bd5083c2e60.b8.7')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b9.12', '76889e35ee06404b5a5d8bd5083c2e60.b9.16')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b9.12', '8b96c7e08c7e0fe0acab6592bd5094cf.b10.17')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b9.12', '8b96c7e08c7e0fe0acab6592bd5094cf.b4.22')",1,1,1,1,1,1,0,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b9.12', '8b96c7e08c7e0fe0acab6592bd5094cf.b7.27')",1,1,1,1,1,1,0,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b9.13', '76889e35ee06404b5a5d8bd5083c2e60.b8.8')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b9.13', '76889e35ee06404b5a5d8bd5083c2e60.b9.13')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b9.13', '76889e35ee06404b5a5d8bd5083c2e60.b9.17')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b9.13', '8b96c7e08c7e0fe0acab6592bd5094cf.b10.13')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.b9.13', '8b96c7e08c7e0fe0acab6592bd5094cf.b10.18')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.t1.5', '76889e35ee06404b5a5d8bd5083c2e60.b12.4')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.t1.5', '76889e35ee06404b5a5d8bd5083c2e60.b8.8')",1,1,1,1,1,1,0,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.t1.5', '8b96c7e08c7e0fe0acab6592bd5094cf.b3.6')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.t1.5', '8b96c7e08c7e0fe0acab6592bd5094cf.b6.12')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.t1.8', '76889e35ee06404b5a5d8bd5083c2e60.b1.14')",1,1,1,1,1,1,0,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.t1.8', '76889e35ee06404b5a5d8bd5083c2e60.b12.7')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.t1.8', '76889e35ee06404b5a5d8bd5083c2e60.b7.26')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.t1.8', '76889e35ee06404b5a5d8bd5083c2e60.b8.7')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.t1.8', '8b96c7e08c7e0fe0acab6592bd5094cf.b16.16')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.t1.8', '8b96c7e08c7e0fe0acab6592bd5094cf.b3.11')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.t1.8', '8b96c7e08c7e0fe0acab6592bd5094cf.b4.22')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.t1.8', '8b96c7e08c7e0fe0acab6592bd5094cf.b6.17')",1,1,1,1,1,1,1,1
"('8b96c7e08c7e0fe0acab6592bd5094cf.t1.8', '8b96c7e08c7e0fe0acab6592bd5094cf.b7.27')",1,1,1,1,1,1,1,1
"('7b04355db2831874d703ea3ca19f5895.b1.7', '7b04355db2831874d703ea3ca19f5895.b1.15')",1,1,1,1,1,1,1,1
"('7b04355db2831874d703ea3ca19f5895.b10.11', '7b04355db2831874d703ea3ca19f5895.b1.13')",1,1,1,1,1,1,0,1
"('7b04355db2831874d703ea3ca19f5895.b14.21', '7b04355db2831874d703ea3ca19f5895.b1.15')",1,1,1,1,1,1,1,1
"('7b04355db2831874d703ea3ca19f5895.b14.21', '7b04355db2831874d703ea3ca19f5895.b1.7')",1,1,1,1,1,1,1,1
"('7b04355db2831874d703ea3ca19f5895.b4.14', '7b04355db2831874d703ea3ca19f5895.b1.15')",1,1,1,1,1,1,1,1
"('7b04355db2831874d703ea3ca19f5895.b4.14', '7b04355db2831874d703ea3ca19f5895.b1.7')",1,1,1,1,1,1,1,1
"('7b04355db2831874d703ea3ca19f5895.b5.12', '7b04355db2831874d703ea3ca19f5895.b1.15')",1,1,1,1,1,1,1,1
"('7b04355db2831874d703ea3ca19f5895.b5.12', '7b04355db2831874d703ea3ca19f5895.b1.7')",1,1,1,1,1,1,1,1
"('7b04355db2831874d703ea3ca19f5895.b5.12', '7b04355db2831874d703ea3ca19f5895.b14.21')",1,1,1,1,1,1,1,1
"('7b04355db2831874d703ea3ca19f5895.b5.9', '7b04355db2831874d703ea3ca19f5895.b1.15')",1,1,1,1,1,1,0,1
"('7b04355db2831874d703ea3ca19f5895.b5.9', '7b04355db2831874d703ea3ca19f5895.b1.7')",1,1,1,1,1,1,1,1
"('7b04355db2831874d703ea3ca19f5895.b5.9', '7b04355db2831874d703ea3ca19f5895.b14.21')",1,1,1,1,1,1,1,1
"('7b04355db2831874d703ea3ca19f5895.b5.9', '7b04355db2831874d703ea3ca19f5895.b5.12')",1,1,1,1,1,1,1,1
"('7b04355db2831874d703ea3ca19f5895.b6.1', '7b04355db2831874d703ea3ca19f5895.b13.14')",1,1,1,1,1,1,1,1
"('7b04355db2831874d703ea3ca19f5895.b7.10', '7b04355db2831874d703ea3ca19f5895.b4.15')",1,1,1,1,1,1,1,1
"('7b04355db2831874d703ea3ca19f5895.b7.11', '7b04355db2831874d703ea3ca19f5895.b13.14')",1,1,1,1,1,1,1,0
"('7b04355db2831874d703ea3ca19f5895.t1.4', '7b04355db2831874d703ea3ca19f5895.b1.13')",0,1,1,1,1,1,1,1
"('7b04355db2831874d703ea3ca19f5895.t1.4', '7b04355db2831874d703ea3ca19f5895.b10.11')",1,1,1,1,1,1,0,1
"('7b04355db2831874d703ea3ca19f5895.t1.6', '7b04355db2831874d703ea3ca19f5895.b1.15')",1,1,1,1,1,1,1,1
"('7b04355db2831874d703ea3ca19f5895.t1.6', '7b04355db2831874d703ea3ca19f5895.b1.7')",1,1,1,1,1,1,1,1
"('7b04355db2831874d703ea3ca19f5895.t1.6', '7b04355db2831874d703ea3ca19f5895.b14.21')",1,1,1,1,1,1,1,0
"('7b04355db2831874d703ea3ca19f5895.t1.6', '7b04355db2831874d703ea3ca19f5895.b4.14')",1,1,1,1,1,1,1,1
"('7b04355db2831874d703ea3ca19f5895.t1.6', '7b04355db2831874d703ea3ca19f5895.b5.12')",1,1,1,1,1,1,0,1
"('7b04355db2831874d703ea3ca19f5895.t1.6', '7b04355db2831874d703ea3ca19f5895.b5.9')",1,1,1,1,1,1,1,0
"('7eb4d004d1ce5c3700caaf0fded1f53b.b14.27', '7eb4d004d1ce5c3700caaf0fded1f53b.b14.2')",0,1,1,1,1,1,0,0
"('7eb4d004d1ce5c3700caaf0fded1f53b.b16.40', '7eb4d004d1ce5c3700caaf0fded1f53b.b14.24')",1,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b16.5', '7eb4d004d1ce5c3700caaf0fded1f53b.b1.7')",1,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b16.7', '7eb4d004d1ce5c3700caaf0fded1f53b.b1.10')",1,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b2.21', '7eb4d004d1ce5c3700caaf0fded1f53b.b16.40')",1,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b2.24', '7eb4d004d1ce5c3700caaf0fded1f53b.b14.2')",0,1,1,1,1,1,0,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b2.3', '7eb4d004d1ce5c3700caaf0fded1f53b.b1.10')",1,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b3.5', '7eb4d004d1ce5c3700caaf0fded1f53b.b1.7')",1,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b3.5', '7eb4d004d1ce5c3700caaf0fded1f53b.b10.22')",1,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b3.5', '7eb4d004d1ce5c3700caaf0fded1f53b.b16.5')",1,1,1,1,1,1,0,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b3.8', '7eb4d004d1ce5c3700caaf0fded1f53b.b1.10')",1,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b3.8', '7eb4d004d1ce5c3700caaf0fded1f53b.b16.7')",1,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b3.8', '7eb4d004d1ce5c3700caaf0fded1f53b.b2.3')",1,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b5.17', '7eb4d004d1ce5c3700caaf0fded1f53b.b10.22')",1,1,1,1,1,1,0,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b7.11', '7eb4d004d1ce5c3700caaf0fded1f53b.b6.6')",0,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b7.13', '7eb4d004d1ce5c3700caaf0fded1f53b.b1.7')",1,1,1,1,1,1,0,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b7.13', '7eb4d004d1ce5c3700caaf0fded1f53b.b16.5')",1,1,1,1,1,1,0,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b7.13', '7eb4d004d1ce5c3700caaf0fded1f53b.b3.5')",1,1,1,1,1,1,0,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b7.13', '7eb4d004d1ce5c3700caaf0fded1f53b.b5.17')",1,1,1,1,1,1,0,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b7.14', '7eb4d004d1ce5c3700caaf0fded1f53b.b1.10')",0,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b7.14', '7eb4d004d1ce5c3700caaf0fded1f53b.b16.7')",1,1,1,1,1,1,0,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b7.14', '7eb4d004d1ce5c3700caaf0fded1f53b.b2.3')",1,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b7.14', '7eb4d004d1ce5c3700caaf0fded1f53b.b3.8')",1,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b7.5', '7eb4d004d1ce5c3700caaf0fded1f53b.b1.7')",1,1,1,1,1,1,0,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b7.5', '7eb4d004d1ce5c3700caaf0fded1f53b.b16.5')",1,1,1,1,1,1,0,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b7.5', '7eb4d004d1ce5c3700caaf0fded1f53b.b3.5')",1,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b7.5', '7eb4d004d1ce5c3700caaf0fded1f53b.b5.17')",1,1,1,1,1,1,0,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b7.5', '7eb4d004d1ce5c3700caaf0fded1f53b.b7.13')",1,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b8.28', '7eb4d004d1ce5c3700caaf0fded1f53b.b14.24')",1,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b8.28', '7eb4d004d1ce5c3700caaf0fded1f53b.b16.40')",1,1,1,1,1,1,0,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b9.17', '7eb4d004d1ce5c3700caaf0fded1f53b.b14.2')",0,1,1,1,1,1,0,0
"('7eb4d004d1ce5c3700caaf0fded1f53b.b9.17', '7eb4d004d1ce5c3700caaf0fded1f53b.b14.27')",0,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b9.17', '7eb4d004d1ce5c3700caaf0fded1f53b.b2.24')",0,1,1,1,1,1,0,0
"('7eb4d004d1ce5c3700caaf0fded1f53b.b9.25', '7eb4d004d1ce5c3700caaf0fded1f53b.b14.2')",1,1,1,1,1,1,0,0
"('7eb4d004d1ce5c3700caaf0fded1f53b.b9.25', '7eb4d004d1ce5c3700caaf0fded1f53b.b14.27')",0,1,1,1,1,1,0,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b9.25', '7eb4d004d1ce5c3700caaf0fded1f53b.b2.24')",0,1,1,1,1,1,0,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.b9.25', '7eb4d004d1ce5c3700caaf0fded1f53b.b9.17')",1,1,1,1,1,1,1,1
"('7eb4d004d1ce5c3700caaf0fded1f53b.t1.3', '7eb4d004d1ce5c3700caaf0fded1f53b.b1.7')",1,1,1,1,1,1,1,1
